run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,requested_compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260424_234415,baseline,cpu_short,cpu,CPU,distilgpt2,huggingface,1,short,32,fp32,False,False,3,10,19.309609999254462,2.1701294160599196,51.787684994083754,1657.2059198106801,1098.211328,1098.211328,,,,,
suite_20260424_234415,baseline,cpu_medium,cpu,CPU,distilgpt2,huggingface,1,medium,128,fp32,False,False,3,10,61.29030000010971,2.7322032431848053,16.315795484737553,2088.4218220464068,1118.154752,1117.0414592,,,,,
suite_20260424_234415,baseline,cpu_long,cpu,CPU,distilgpt2,huggingface,1,long,256,fp32,False,False,3,10,102.22928999974101,3.8019929542507045,9.781932360114537,2504.1746841893214,1145.417728,1144.7762943999999,,,,,
suite_20260424_234415,baseline,cuda_short,cuda,NVIDIA GeForce RTX 5060 Laptop GPU,distilgpt2,huggingface,1,short,32,fp32,False,False,3,10,5.7841699996060925,2.037643659126954,172.88565171288204,5532.340854812225,345.001984,338.674688,,,,,
suite_20260424_234415,baseline,cuda_medium,cuda,NVIDIA GeForce RTX 5060 Laptop GPU,distilgpt2,huggingface,1,medium,128,fp32,False,False,3,10,8.08175000056508,1.207250292366372,123.73557706314593,15838.153864082678,364.596736,338.675712,,,,,
suite_20260424_234415,baseline,cuda_long,cuda,NVIDIA GeForce RTX 5060 Laptop GPU,distilgpt2,huggingface,1,long,256,fp32,False,False,3,10,10.195190000740695,0.8552525891931155,98.0854697094756,25109.880245625754,390.723584,338.67776,,,,,
suite_20260424_234415,batch_size,cpu_batch_1,cpu,CPU,distilgpt2,huggingface,1,medium,128,fp32,False,False,3,10,57.566760000554495,1.437694454328882,17.37113570383964,2223.505370091474,1637.412864,1636.2827776,,,,,
suite_20260424_234415,batch_size,cpu_batch_2,cpu,CPU,distilgpt2,huggingface,2,medium,128,fp32,False,False,3,10,91.07316000008723,2.933517308186579,21.96036680837784,2810.9269514723637,1637.781504,1636.550656,,,,,
suite_20260424_234415,batch_size,cpu_batch_4,cpu,CPU,distilgpt2,huggingface,4,medium,128,fp32,False,False,3,10,164.29744999986724,7.3041510886434216,24.346086929549013,3116.2991269822737,1707.302912,1680.6252544,,,,,
suite_20260424_234415,batch_size,cpu_batch_8,cpu,CPU,distilgpt2,huggingface,8,medium,128,fp32,False,False,3,10,302.2264200004429,9.182904464305613,26.470220571676947,3388.188233174649,1862.51264,1862.0342272,,,,,
suite_20260424_234415,batch_size,cpu_batch_16,cpu,CPU,distilgpt2,huggingface,16,medium,128,fp32,False,False,3,10,578.7834999991901,20.478134333190155,27.644188198216412,3538.4560893717007,2144.026624,2143.6669952,,,,,
