run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,requested_compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,cpu_utilization_percent,gpu_utilization_percent,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260426_050507,batch_size,cpu_batch_1,cpu,CPU,distilgpt2,huggingface,1,medium,128,fp32,False,False,3,10,555.3596599973389,64.22438478397116,1.8006349254909721,230.48127046284444,4901.277696,4883.4031616,14.1,0.0,,,,,
suite_20260426_050507,batch_size,cpu_batch_2,cpu,CPU,distilgpt2,huggingface,2,medium,128,fp32,False,False,3,10,686.1406800016994,97.07309277463777,2.914854137485401,373.1013295981313,4931.985408,4908.7143936,15.13,0.0,,,,,
suite_20260426_050507,batch_size,cpu_batch_4,cpu,CPU,distilgpt2,huggingface,4,medium,128,fp32,False,False,3,10,1216.7802199997823,72.84333947672955,3.2873644182025865,420.7826455299311,4879.99488,4879.4427392,20.58,0.0,,,,,
suite_20260426_050507,batch_size,cpu_batch_8,cpu,CPU,distilgpt2,huggingface,8,medium,128,fp32,False,False,3,10,2043.2335599965882,113.319923507249,3.9153624708539727,501.1663962693085,5087.674368,5087.6653568,26.29,0.0,,,,,
suite_20260426_050507,batch_size,cpu_batch_16,cpu,CPU,distilgpt2,huggingface,16,medium,128,fp32,False,False,3,10,4183.191639999859,161.04056785514456,3.8248307457414357,489.57833545490377,5292.662784,5292.6365696,30.36,0.0,,,C:\Users\katee\Downloads\Profiling-guided-optimization-of-transformer-inference-on-CPU-GPU-main\results\profiles\suite_20260426_050507\batch_size\cpu_batch_16_trace.json,C:\Users\katee\Downloads\Profiling-guided-optimization-of-transformer-inference-on-CPU-GPU-main\results\profiles\suite_20260426_050507\batch_size\cpu_batch_16_ops.csv,
suite_20260426_050507,batch_size,cuda_batch_1,cuda,NVIDIA GeForce RTX 4050 Laptop GPU,distilgpt2,huggingface,1,medium,128,fp32,False,False,3,10,66.50602999870898,59.0927922558215,15.036230549611998,1924.6375103503358,363.54816,337.627136,4.96,56.7,,,,,
suite_20260426_050507,batch_size,cuda_batch_2,cuda,NVIDIA GeForce RTX 4050 Laptop GPU,distilgpt2,huggingface,2,medium,128,fp32,False,False,3,10,74.63487000204623,71.82153481265938,26.797125793146915,3430.032101522805,389.47072,337.629184,6.09,54.4,,,,,
suite_20260426_050507,batch_size,cuda_batch_4,cuda,NVIDIA GeForce RTX 4050 Laptop GPU,distilgpt2,huggingface,4,medium,128,fp32,False,False,3,10,131.1599600026966,70.6413190922625,30.497112075344955,3903.630345644154,442.49088,337.63328,8.45,69.0,,,,,
suite_20260426_050507,batch_size,cuda_batch_8,cuda,NVIDIA GeForce RTX 4050 Laptop GPU,distilgpt2,huggingface,8,medium,128,fp32,False,False,3,10,231.92091999953846,109.16389895509323,34.494516493018054,4415.298111106311,545.007104,337.641472,8.72,82.1,,,,,
suite_20260426_050507,batch_size,cuda_batch_16,cuda,NVIDIA GeForce RTX 4050 Laptop GPU,distilgpt2,huggingface,16,medium,128,fp32,False,False,3,10,337.2500700003002,51.779684805441796,47.44254018979376,6072.645144293601,752.8448,337.657856,6.59,90.2,,,C:\Users\katee\Downloads\Profiling-guided-optimization-of-transformer-inference-on-CPU-GPU-main\results\profiles\suite_20260426_050507\batch_size\cuda_batch_16_trace.json,C:\Users\katee\Downloads\Profiling-guided-optimization-of-transformer-inference-on-CPU-GPU-main\results\profiles\suite_20260426_050507\batch_size\cuda_batch_16_ops.csv,
