run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260424_232138,sequence_length,cpu_short,cpu,CPU,random-fallback,random_fallback,1,short,16,fp32,False,1,2,3.6122999990766402,1.0084756890554194,276.8319354028224,4429.310966445159,436.822016,436.822016,,,,,Using the local random fallback model by request.
suite_20260424_232138,sequence_length,cpu_medium,cpu,CPU,random-fallback,random_fallback,1,medium,64,fp32,False,1,2,2.0000500007881783,0.24713381879782997,499.98750011545746,31999.200007389278,436.846592,436.846592,,,,,Using the local random fallback model by request.
