run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260424_232138,batch_size,cpu_batch_1,cpu,CPU,random-fallback,random_fallback,1,medium,64,fp32,False,1,2,3.922150001017144,0.030334880378098894,254.96220178745503,16317.580914397122,438.759424,438.759424,,,,,Using the local random fallback model by request.
suite_20260424_232138,batch_size,cpu_batch_2,cpu,CPU,random-fallback,random_fallback,2,medium,64,fp32,False,1,2,4.5277499993972015,0.28503474275253715,441.7205014115772,28270.11209034094,439.046144,439.046144,,,,,Using the local random fallback model by request.
