run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260424_232138,precision,cpu_fp32,cpu,CPU,random-fallback,random_fallback,2,medium,64,fp32,False,1,2,3.8882999997440493,1.1981217286896053,514.3636036652655,32919.27063457699,448.425984,448.425984,7.884826064109802,2656.6628968424748,,,Using the local random fallback model by request.
suite_20260424_232138,precision,cpu_int8_dynamic,cpu,CPU,random-fallback,random_fallback,2,medium,64,int8_dynamic,False,1,2,2.8352999997878214,0.10493464532357279,705.3927274537683,45145.13455704117,465.420288,465.41824,7.948074579238892,2830.1205283090994,,,Using the local random fallback model by request.
