run_id,experiment,variant,device,device_name,model_name,model_source,batch_size,seq_label,seq_length,precision,compiled,warmup_runs,measure_runs,mean_latency_ms,std_latency_ms,samples_per_sec,tokens_per_sec,peak_memory_mb,avg_memory_mb,quality_loss,quality_perplexity,profile_trace_path,profile_summary_path,notes
suite_20260424_232138,baseline,cpu_short,cpu,CPU,random-fallback,random_fallback,1,short,16,fp32,False,1,2,2.4199500021495624,0.55557379672832,413.2316779734014,6611.706847574423,391.180288,391.17824,,,,,Using the local random fallback model by request.
suite_20260424_232138,baseline,cpu_medium,cpu,CPU,random-fallback,random_fallback,1,medium,64,fp32,False,1,2,2.148300000044401,0.3254105412792305,465.4843364424578,29790.9975323173,392.261632,392.261632,,,,,Using the local random fallback model by request.
