op_name,count,self_cpu_time_ms,cpu_time_ms,self_cuda_time_ms,cuda_time_ms,cpu_memory_mb,cuda_memory_mb
aten::addmm,24,602.3138989999999,625.9875020000001,0.0,0.0,42.30144,0.0
aten::linear,1,0.027199999999953435,379.5456619999999,0.0,0.0,51.26214,0.0
aten::matmul,1,0.10269999999983702,379.4705619999999,0.0,0.0,51.26214,0.0
aten::mm,1,379.3341620000001,379.3361620000001,0.0,0.0,51.26214,0.0
aten::mul,24,53.15591100000015,54.61451100000006,0.0,0.0,75.20256,0.0
aten::scaled_dot_product_attention,6,0.22180000000001018,43.43700700000001,0.0,0.0,4.70016,0.0
aten::_scaled_dot_product_flash_attention_for_cpu,6,41.698706999999914,43.21520699999999,0.0,0.0,4.7736,0.0
aten::copy_,49,23.145704000000084,23.145704000000084,0.0,0.0,0.0,0.0
aten::add,26,20.20770200000006,20.645602999999987,0.0,0.0,47.787,0.0
aten::pow,6,17.369001999999977,17.403902000000073,0.0,0.0,18.80064,0.0
aten::tanh,6,16.09430199999998,16.09430199999998,0.0,0.0,18.80064,0.0
aten::layer_norm,13,0.36350000000014554,8.432201000000084,0.0,0.0,10.18368,0.0
aten::native_layer_norm,13,7.151300999999846,8.068700999999939,0.0,0.0,10.2102,0.0
aten::embedding,2,0.13249999999999978,2.0347000000000004,0.0,0.0,1.56672,0.0
aten::to,32,0.3360999999997466,2.0190009999998,0.0,0.0,0.000351,0.0
aten::index_select,2,1.7381000000000002,1.8511999999999997,0.0,0.0,1.56672,0.0
aten::_to_copy,25,0.8239999999997298,1.6829010000000535,0.0,0.0,0.000351,0.0
aten::view,106,1.3154999999995858,1.3154999999995858,0.0,0.0,0.0,0.0
aten::transpose,61,0.9450000000001819,1.2382000000001063,0.0,0.0,0.0,0.0
aten::empty,60,1.1011000000001698,1.1011000000001698,0.0,0.0,17.186424,0.0
aten::expand,24,0.853699999999857,1.0151999999998944,0.0,0.0,0.0,0.0
aten::split,6,0.1542999999999447,0.677599999999984,0.0,0.0,0.0,0.0
aten::as_strided,111,0.5772000000000319,0.5772000000000319,0.0,0.0,0.0,0.0
aten::empty_strided,31,0.5409000000002007,0.5409000000002007,0.0,0.0,4.700511,0.0
aten::narrow,18,0.22060000000027502,0.5233000000000393,0.0,0.0,0.0,0.0
aten::empty_like,6,0.10239999999999418,0.37290000000002327,0.0,0.0,4.70016,0.0
aten::slice,19,0.24189999999960127,0.32059999999967115,0.0,0.0,0.0,0.0
aten::reshape,9,0.11840000000020587,0.19410000000015476,0.0,0.0,0.0,0.0
aten::arange,2,0.07130000000000018,0.1634000000000001,0.0,0.0,0.00408,0.0
aten::select,5,0.11540000000018631,0.14780000000018617,0.0,0.0,0.0,0.0
aten::dropout,13,0.12250000000013096,0.12250000000013096,0.0,0.0,0.0,0.0
aten::resolve_conj,74,0.10320000000032814,0.10320000000032814,0.0,0.0,0.0,0.0
aten::all,1,0.06299999999999908,0.07039999999999963,0.0,0.0,1e-06,0.0
aten::t,1,0.023,0.047900000000023285,0.0,0.0,0.0,0.0
aten::is_nonzero,1,0.011500000000000909,0.026700000000000727,0.0,0.0,0.0,0.0
aten::unsqueeze,1,0.0175,0.0245,0.0,0.0,0.0,0.0
aten::result_type,6,0.021900000000125146,0.021900000000125146,0.0,0.0,0.0,0.0
aten::resize_,1,0.01859999999999991,0.01859999999999991,0.0,0.0,0.00204,0.0
aten::_unsafe_view,1,0.01789999999990687,0.01789999999990687,0.0,0.0,0.0,0.0
aten::item,1,0.011299999999999272,0.015199999999999818,0.0,0.0,0.0,0.0
aten::alias,1,0.0055,0.0055,0.0,0.0,0.0,0.0
aten::_local_scalar_dense,1,0.003900000000000546,0.003900000000000546,0.0,0.0,0.0,0.0
aten::fill_,1,0.003,0.003,0.0,0.0,0.0,0.0
[memory],161,0.0,0.0,0.0,0.0,-270.607276,0.0
