op_name,count,self_cpu_time_ms,cpu_time_ms,self_cuda_time_ms,cuda_time_ms,cpu_memory_mb,cuda_memory_mb
aten::addmm,24,1960.375886999999,2070.8433719999994,0.0,0.0,337.084416,0.0
aten::linear,1,0.02860300000011921,1800.6118990000002,0.0,0.0,408.488896,0.0
aten::matmul,1,0.10971199999889358,1800.5445920000002,0.0,0.0,408.488896,0.0
aten::mm,1,1800.405477,1800.4093780000005,0.0,0.0,408.488896,0.0
aten::mul,24,210.08657899999858,211.75484899999935,0.0,0.0,599.261184,0.0
aten::add,26,153.69896800000086,154.4337410000008,0.0,0.0,380.78156,0.0
aten::copy_,49,110.00483899999979,110.00483899999979,0.0,0.0,0.0,0.0
aten::scaled_dot_product_attention,6,0.21182399999978951,106.74211399999982,0.0,0.0,37.453824,0.0
aten::_scaled_dot_product_flash_attention_for_cpu,6,105.15264800000105,106.53029000000002,0.0,0.0,38.03904,0.0
aten::pow,6,72.18100899999996,72.22161600000045,0.0,0.0,149.815296,0.0
aten::tanh,6,71.05879699999979,71.05879699999979,0.0,0.0,149.815296,0.0
aten::layer_norm,13,0.39834300000047007,20.13944200000062,0.0,0.0,81.149952,0.0
aten::native_layer_norm,13,18.875312999999313,19.741099000000155,0.0,0.0,81.36128,0.0
aten::embedding,2,0.11591000000000076,4.300035000000001,0.0,0.0,6.632448,0.0
aten::index_select,2,4.044811,4.13922,0.0,0.0,6.632448,0.0
aten::to,32,0.3657380000014537,2.5225560000013365,0.0,0.0,0.002128,0.0
aten::_to_copy,25,1.1852219999990776,2.156817999999883,0.0,0.0,0.002128,0.0
aten::view,106,1.1150119999983599,1.1150119999983599,0.0,0.0,0.0,0.0
aten::transpose,61,0.835691999999166,1.0435089999987104,0.0,0.0,0.0,0.0
aten::expand,24,0.8382880000017412,0.9984010000012168,0.0,0.0,0.0,0.0
aten::split,6,0.17731900000062886,0.8058820000000997,0.0,0.0,0.0,0.0
aten::empty_strided,31,0.7604760000006044,0.7604760000006044,0.0,0.0,37.455952,0.0
aten::empty,60,0.7272710000002578,0.7272710000002578,0.0,0.0,84.021632,0.0
aten::narrow,18,0.2362259999991802,0.6285629999994707,0.0,0.0,0.0,0.0
aten::empty_like,6,0.14801600000038162,0.5666580000003741,0.0,0.0,37.453824,0.0
aten::as_strided,115,0.4964399999982684,0.4964399999982684,0.0,0.0,0.0,0.0
aten::slice,23,0.38323800000142366,0.47584400000050664,0.0,0.0,0.0,0.0
aten::reshape,9,0.09900800000047912,0.1954190000001056,0.0,0.0,0.0,0.0
aten::arange,2,0.06150500000000011,0.1378130000000001,0.0,0.0,0.002032,0.0
aten::select,5,0.07180600000034996,0.09911000000051422,0.0,0.0,0.0,0.0
aten::resolve_conj,74,0.09790800000019771,0.09790800000019771,0.0,0.0,0.0,0.0
aten::all,1,0.06260600000000159,0.06990700000000107,0.0,0.0,1e-06,0.0
aten::dropout,13,0.054205999999772755,0.054205999999772755,0.0,0.0,0.0,0.0
aten::t,1,0.02240199999976903,0.038703999999910595,0.0,0.0,0.0,0.0
aten::is_nonzero,1,0.00790099999999984,0.02060199999999895,0.0,0.0,0.0,0.0
aten::result_type,6,0.018502999999851454,0.018502999999851454,0.0,0.0,0.0,0.0
aten::unsqueeze,1,0.014501999999999498,0.018402000000000043,0.0,0.0,0.0,0.0
aten::resize_,1,0.015402000000000044,0.015402000000000044,0.0,0.0,0.001016,0.0
aten::_unsafe_view,1,0.014401000000536441,0.014401000000536441,0.0,0.0,0.0,0.0
aten::item,1,0.009300999999999476,0.012700999999999112,0.0,0.0,0.0,0.0
aten::_local_scalar_dense,1,0.0033999999999996364,0.0033999999999996364,0.0,0.0,0.0,0.0
aten::fill_,1,0.0026009999999987484,0.0026009999999987484,0.0,0.0,0.0,0.0
[memory],161,0.0,0.0,0.0,0.0,-2150.485921,0.0
