op_name,count,self_cpu_time_ms,cpu_time_ms,self_cuda_time_ms,cuda_time_ms,cpu_memory_mb,cuda_memory_mb
aten::addmm,24,672.8716759999996,691.7127849999998,0.0,0.0,42.30144,0.0
aten::linear,1,0.043903999999980445,235.87429799999995,0.0,0.0,51.26214,0.0
aten::matmul,1,0.11551199999998789,235.79008999999996,0.0,0.0,51.26214,0.0
aten::mm,1,235.6194730000001,235.62127300000017,0.0,0.0,51.26214,0.0
aten::mul,24,29.70680899999995,31.168058000000062,0.0,0.0,75.20256,0.0
aten::scaled_dot_product_attention,6,0.176219999999852,30.39297999999982,0.0,0.0,4.70016,0.0
aten::_scaled_dot_product_flash_attention_for_cpu,6,29.148453999999838,30.21675999999997,0.0,0.0,4.7736,0.0
aten::add,26,25.74000900000037,26.33206800000048,0.0,0.0,47.787,0.0
aten::tanh,6,21.019730000000084,21.019730000000084,0.0,0.0,18.80064,0.0
aten::copy_,49,18.22534600000029,18.22534600000029,0.0,0.0,0.0,0.0
aten::layer_norm,13,0.3615359999997918,9.558066999999976,0.0,0.0,10.18368,0.0
aten::native_layer_norm,13,8.51186500000001,9.196531000000185,0.0,0.0,10.2102,0.0
aten::pow,6,7.536758999999918,7.561867000000086,0.0,0.0,18.80064,0.0
aten::to,32,0.3422370000003616,2.1455190000003714,0.0,0.0,0.000351,0.0
aten::_to_copy,25,0.9426919999999859,1.8032820000000096,0.0,0.0,0.000351,0.0
aten::embedding,2,0.14241500000000018,1.441346,0.0,0.0,1.56672,0.0
aten::index_select,2,1.1544189999999999,1.249226,0.0,0.0,1.56672,0.0
aten::transpose,61,0.9150940000001355,1.1314160000003104,0.0,0.0,0.0,0.0
aten::expand,24,0.8020809999998901,1.0170040000000318,0.0,0.0,0.0,0.0
aten::view,106,0.9880930000004244,0.9880930000004244,0.0,0.0,0.0,0.0
aten::split,6,0.15491500000034283,0.7762790000000787,0.0,0.0,0.0,0.0
aten::empty,60,0.6574650000002639,0.6574650000002639,0.0,0.0,17.186424,0.0
aten::narrow,18,0.24702299999964816,0.6213639999997358,0.0,0.0,0.0,0.0
aten::as_strided,115,0.5835610000002958,0.5835610000002958,0.0,0.0,0.0,0.0
aten::slice,23,0.40334400000003007,0.5310570000001026,0.0,0.0,0.0,0.0
aten::empty_strided,31,0.46285099999971774,0.46285099999971774,0.0,0.0,4.700511,0.0
aten::empty_like,6,0.09810899999990215,0.2582259999999333,0.0,0.0,4.70016,0.0
aten::resolve_conj,74,0.15841500000027736,0.15841500000027736,0.0,0.0,0.0,0.0
aten::reshape,9,0.089907999999813,0.15031299999991563,0.0,0.0,0.0,0.0
aten::arange,2,0.06580700000000002,0.1363130000000001,0.0,0.0,0.00408,0.0
aten::select,5,0.09000700000021197,0.10360900000011906,0.0,0.0,0.0,0.0
aten::all,1,0.05960600000000068,0.06970700000000034,0.0,0.0,1e-06,0.0
aten::dropout,13,0.0458049999998666,0.0458049999998666,0.0,0.0,0.0,0.0
aten::t,1,0.02200199999997858,0.040304000000003726,0.0,0.0,0.0,0.0
aten::_unsafe_view,1,0.038203999999910594,0.038203999999910594,0.0,0.0,0.0,0.0
aten::is_nonzero,1,0.008501000000000205,0.02100199999999995,0.0,0.0,0.0,0.0
aten::unsqueeze,1,0.01370100000000025,0.01760200000000009,0.0,0.0,0.0,0.0
aten::result_type,6,0.015005000000019208,0.015005000000019208,0.0,0.0,0.0,0.0
aten::resize_,1,0.014301000000000159,0.014301000000000159,0.0,0.0,0.00204,0.0
aten::item,1,0.00940099999999984,0.012500999999999748,0.0,0.0,0.0,0.0
aten::_local_scalar_dense,1,0.0030999999999999093,0.0030999999999999093,0.0,0.0,0.0,0.0
aten::fill_,1,0.003000999999999749,0.003000999999999749,0.0,0.0,0.0,0.0
[memory],161,0.0,0.0,0.0,0.0,-270.607276,0.0
