op_name,count,self_cpu_time_ms,cpu_time_ms,self_cuda_time_ms,cuda_time_ms,cpu_memory_mb,cuda_memory_mb
aten::addmm,24,615.4132040000003,627.4776280000002,0.0,0.0,21.067776,0.0
aten::linear,1,0.02630299999995623,195.95983899999993,0.0,0.0,25.530556,0.0
aten::matmul,1,0.11911199999996461,195.88603099999995,0.0,0.0,25.530556,0.0
aten::mm,1,195.736015,195.73891599999996,0.0,0.0,25.530556,0.0
aten::mul,24,18.359461000000113,19.629888999999945,0.0,0.0,37.453824,0.0
aten::tanh,6,18.554677999999985,18.554677999999985,0.0,0.0,9.363456,0.0
aten::add,26,14.110423999999874,14.515864999999968,0.0,0.0,23.7998,0.0
aten::scaled_dot_product_attention,6,0.19442100000008214,12.993616000000086,0.0,0.0,2.340864,0.0
aten::_scaled_dot_product_flash_attention_for_cpu,6,11.864802999999418,12.799195000000005,0.0,0.0,2.37744,0.0
aten::copy_,49,11.64017800000015,11.64017800000015,0.0,0.0,0.0,0.0
aten::pow,6,8.049416000000122,8.071818000000015,0.0,0.0,9.363456,0.0
aten::layer_norm,13,0.4442460000000756,7.710482000000086,0.0,0.0,5.071872,0.0
aten::native_layer_norm,13,6.698675000000131,7.266236000000011,0.0,0.0,5.08508,0.0
aten::to,32,0.3127299999999159,1.8035819999998302,0.0,0.0,0.000223,0.0
aten::_to_copy,25,0.7806799999998475,1.4908519999999144,0.0,0.0,0.000223,0.0
aten::embedding,2,0.12881200000000034,1.3209340000000003,0.0,0.0,0.780288,0.0
aten::index_select,2,1.023802,1.1437160000000004,0.0,0.0,0.780288,0.0
aten::view,106,0.9070950000001162,0.9070950000001162,0.0,0.0,0.0,0.0
aten::transpose,61,0.6848710000003775,0.8846870000004383,0.0,0.0,0.0,0.0
aten::expand,24,0.6727699999999559,0.8236850000000013,0.0,0.0,0.0,0.0
aten::split,6,0.16731700000019736,0.7426740000000791,0.0,0.0,0.0,0.0
aten::narrow,18,0.2848229999998912,0.5753569999998818,0.0,0.0,0.0,0.0
aten::empty,60,0.5261540000000786,0.5261540000000786,0.0,0.0,7.196792,0.0
aten::as_strided,115,0.47464600000051044,0.47464600000051044,0.0,0.0,0.0,0.0
aten::slice,23,0.30573499999959675,0.39954399999999984,0.0,0.0,0.0,0.0
aten::empty_strided,31,0.39603899999987063,0.39603899999987063,0.0,0.0,2.341087,0.0
aten::empty_like,6,0.10200999999998021,0.26102500000002693,0.0,0.0,2.340864,0.0
aten::arange,2,0.10880999999999995,0.21172099999999955,0.0,0.0,0.002032,0.0
aten::reshape,9,0.09041100000000506,0.14981700000007322,0.0,0.0,0.0,0.0
aten::select,5,0.10271000000000186,0.12371400000000221,0.0,0.0,0.0,0.0
aten::resolve_conj,74,0.07661000000005061,0.07661000000005061,0.0,0.0,0.0,0.0
aten::all,1,0.057804999999999385,0.06440599999999995,0.0,0.0,1e-06,0.0
aten::dropout,13,0.055708000000139694,0.055708000000139694,0.0,0.0,0.0,0.0
aten::t,1,0.02220200000004843,0.047505000000004655,0.0,0.0,0.0,0.0
aten::is_nonzero,1,0.026304000000000088,0.04030500000000029,0.0,0.0,0.0,0.0
aten::unsqueeze,1,0.014200999999999566,0.019001999999999953,0.0,0.0,0.0,0.0
aten::resize_,1,0.015101999999999862,0.015101999999999862,0.0,0.0,0.001016,0.0
aten::_unsafe_view,1,0.01420200000004843,0.01420200000004843,0.0,0.0,0.0,0.0
aten::item,1,0.011001000000000203,0.014001000000000204,0.0,0.0,0.0,0.0
aten::result_type,6,0.013600999999987835,0.013600999999987835,0.0,0.0,0.0,0.0
aten::_local_scalar_dense,1,0.003,0.003,0.0,0.0,0.0,0.0
aten::fill_,1,0.002300000000000182,0.002300000000000182,0.0,0.0,0.0,0.0
[memory],161,0.0,0.0,0.0,0.0,-134.773036,0.0
